"KEY","EN","BG","ESP"
"STR_JURISDICTION_NOT_SET","Validation unsuccessful!!! Parameter Jurisdiction is Not Set","Валидацията не е успешна!!! Полето Юрисдикция не е настроено","¡¡¡Validación fallida!!! El Parámetro Jurisdicción No Está Configurado"
"STR_SUBJURISDICTION_NOT_SET","Validation unsuccessful!!! Parameter Subjurisdiction is Not Set","Валидацията не е успешна!!! Полето  не е настроено","¡¡¡Validación fallida!!! El Parámetro Suburisdicción No Está Configurado"
"STR_CASH_IN_OUT_BEHAVIOR_NOT_SET","Validation unsuccessful!!! Parameter Cash In/Out behavior is Not Set","Валидацията не е успешна!!! Полето  не е настроено","¡¡¡Validación fallida!!! El Parámetro Suburisdicción No Está Configurado"
"STR_JURISDICTION_NOT_ALLOWED","Validation unsuccessful!!! This jurisdiction is not allowed","Валидацията не е успешна!!! Тази юрисдикция не е разрешена","¡¡¡Validación fallida!!! La jurisdicción no está permitida"
"STR_LIMIT_MORE_NOT_ALLOWED","Validation unsuccessful!!! %1 > %2","Валидацията не е успешна!!! %1 > %2","¡¡¡Validación fallida!!! %1 > %2"
"STR_LIMIT_ZERO_NOT_ALLOWED","Validation unsuccessful!!! %1 is Zero","Валидацията не е успешна!!! %1 е Нула","¡¡¡Validación fallida!!! %1 es Cero"
"STR_LIMIT_INFINITE_NOT_ALLOWED","Validation unsuccessful!!! %1 is infinite. %2 is finite","Валидацията не е успешна!!! %1 е неограничено. %2 е ограничено","¡¡¡Validación fallida!!! %1 is infinito. %2 is finito"
"STR_LIMIT_LESS_THAN_COIN","Validation unsuccessful!!! %1 is less than one coin value","Валидацията не е успешна!!! % 1 е по-малко от една една стотинка","¡¡¡Validación fallida!!! %1 es menor que el valor de una moneda"
"STR_LIMIT_AFT_PAGE_IN_HOUSE_RESET_WARNING","WARNING!!! 'In-House In Limit' in AFT Page reset!",,"¡¡¡PELIGRO!!! ¡'Límite Interno de Entrada' en Página de AFT reiniciado!"
"STR_SAS_VOUCHER_OUT_HANDPAY_BOTH_DISABLED","Validation unsuccessful!!! Both Voucher Out and Handpay Validation are disabled","Валидацията не е успешна!!! Изкарване на Ваучери и валидацията на изплащане на ръка са изключени","¡¡¡Validación fallida!!! Tanto Salida de Vale como Validación de Pago en Mano están desactivados"
"STR_SAS_VOUCHER_IN_OUT_HANDPAY_CHANNELS","Validation unsuccessful!!! Voucher In/Out and Handpay Validation must be on one channel","Валидацията не е успешна!!! Вкарване/Изкарване на Ваучери и валидацията на изплащане на ръка са изключени","¡¡¡Validación fallida!!! Entrada/Salida de Vale y Validación de Pago en Mano han de estar en un canal"
"STR_SAS_HANDPAY_REPORTING_DISABLED","Validation unsuccessful!!! Handpay Reporting should be enabled at least at one channel","Валидацията не е успешна!!! Докладване за изплащане на ръка трябва да бъде разрешено на поне един канал.","¡¡¡Validación fallida!!! El Reporte de Pago en Mano ha de estar activado en al menos un canal"
"STR_SAS_INVALID_ADDRESS","Invalid SAS channel address!!! Enter a number between 0 and 127","Невалиден SAS канал адрес!!! Въведете число между 0 и 127","¡¡¡Dirección de canal SAS inválida!!! Introduzca un entero entre 0 y 127"
"STR_SAS_INVALID_GROUP","Invalid SAS group!!! Enter a number between 1 and 255","Невалидна SAS група!!! Въведете число от 0 и 255","¡¡¡Grupo SAS inválido!!! Introduzca un entero entre 1 y 255"
"STR_SAS_INVALID_VOUCHER_EXPIRATION","Invalid number of expiration days!!! Enter a number between 0 and 255","Невалиден номер за изтичащите дни!!! Въведете число между 0 и 255","¡¡¡Número de días de vencimiento inválido!!! Introduzca un entero entre 0 y 255"
"STR_PPJS_INVALID_JACKPOT_ID","Invalid jackpot ID!!! Enter a number between 1 and 65535","Невалидно Джакпот ID!!! Въведете число между 1 и 65535","¡¡ID de jackpot inválido!!! Introduzca un entero entre 1 y 65535"
"STR_MIN_DENOMINATIONS_REQUIRED_VALIDATION","The minimum number of allowed denominations is %1!!!","Минимален брой на разрешените деноминации е %1!!!","¡¡¡Mínimo %1 denominaciones permitidas!!!"
"STR_MAX_DENOMINATIONS_REQUIRED_VALIDATION","The maximum number of allowed denominations is %1!!!","Максимален брой на разрешените деноминации е %1!!!","¡¡¡Máximo %1 denominaciones permitidas!!!"
"STR_ROULETTE_INVALID_PLAY_STATION_ID","Invalid play station ID!!! Enter a number between 1 and 255","Невалидно ID на игрална станция!!! Въведете число между 1 и 255","¡¡¡ID de estación de juego inválido!!! Introduzca un entero entre 1 y 255"
"STR_ROULETTE_INVALID_CHIP_VALUE_MIN","Validation unsuccessful!!! Chip Value %1 cannot be less than %2!","Валидацията не е успешна!!! Стойността на чип %1 не може да бъде по-малка от %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 no puede ser inferior a %2!"
"STR_ROULETTE_INVALID_CHIP_VALUE_MAX","Validation unsuccessful!!! Chip Value %1 cannot be more than %2!","Валидацията не е успешна!!! Стойността на чип %1 не може да бъде повече от %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 no puede ser superior a %2!"
"STR_ROULETTE_INVALID_CHIP_VALUES_ORDER","Validation unsuccessful!!! Chip Value %1 must be less than Chip Value %2!","Валидацията не е успешна!!! Стойността на чип %1 трябва да бъде по-малка от чип-стойност %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 ha de ser inferior al Valor de Ficha %1!"
"STR_ROULETTE_REPEAT_PARTIAL_NOT_SET","Validation unsuccessful!!! Repeat Partial is not set!!!","Валидацията не е успешна!!! Частично залагане не е настроено!!!","¡¡¡Validación fallida!!! ¡¡¡Repetri Parcial no está configurado!!!"
"STR_ROULETTE_INVALID_MIN_BET_TO_VALUE","Validation unsuccessful!!! Min %1 cannot be %2 %3!","Валидацията не е успешна!!! Минималният %1 не може да бъде %2 %3!","¡¡¡Validación fallida!!! ¡El min %1 no puede ser %2 %3!"
"STR_ROULETTE_INVALID_MIN_BET_TO_MAX_BET","Validation unsuccessful!!! Min %1 cannot be %2 Max %3!","Валидацията не е успешна!!! Минималният %1 не може да бъде %2 максималния %3!","¡¡¡Validación fallida!!! ¡El min %1 no puede ser %2 Máx %3!"
"STR_ROULETTE_MAX_BET_NOT_MULTIPLE_OF_DENOM","Validation unsuccessful!!! Max %1 must be a multiple of denomination!","Валидацията не е успешна!!! Максималният %1 трябва да бъде кратно на деноминацията!","¡¡¡Validación fallida!!! ¡El máx %1 ha de ser un múltiplo de la denominación!"
"STR_ROULETTE_INVALID_MAX_BET_TO_GAME_MAX_BET","Validation unsuccessful!!! Max %1 cannot be %2 Game Max Bet!","Валидацията не е успешна!!! Максималният %1 не може да бъде %2 Макс залог!","¡¡¡Validación fallida!!! ¡El máx %1 no puede ser %2 de la Apuesta Máx de Juego!"
"STR_ROULETTE_INVALID_BET_TO_VALUE","Validation unsuccessful!!! %1 cannot be %2 %3","Валидацията не е успешна!!! %1 не може да бъде %2 %3","¡¡¡Validación fallida!!! %1 no puede ser %2 %3"
"STR_ROULETTE_INVALID_SERVER_IP","Invalid server IP address!!!","Невалиден IP адрес на сървъра!!!","¡¡¡Dirección IP de servidor inválida!!!"
"STR_ROULETTE_INVALID_MACHINE_IP","Invalid machine IP!!!","Невалидна IP машина!!!","¡¡¡IP de máquina inválida!!!"
"STR_ROULETTE_INVALID_MACHINE_GATEWAY","Invalid gateway address!!!","Невалиден адрес на шлюза !!!","¡¡¡Dirección de puerta de enlace inválida!!!"
"STR_ROULETTE_INVALID_MULTICAST_ADDRESS","Invalid multicast address!!!",,"¡¡¡Dirección de multicast inválida!!!"
"STR_ROULETTE_INVALID_STREAMER_ADDRESS","Invalid streamer address!!!",,"¡¡¡Dirección de streamer inválida!!!"
"STR_ROULETTE_INVALID_STREAMER_PORT","Invalid port!!! Enter a number between 0 and 65535","Невалиден порт!!! Въведете число между 0 и 65535","¡¡¡Puerto inválido!!! Introduzca un entero entre 0 y 65535"
"STR_ROULETTE_INVALID_EMPTY_IP_FIELD","There is an empty IP field","Има празно IP поле","Hay un campo de IP vacío"
"STR_ROULETTE_INVALID_DEFAULT_IP_FIELD","There is an IP field with default and meaningless value","Има IP поле с некоректна стойност по подразбиране","Hay un campo IP con valor predeterminado y sin significado"
"STR_ROULETTE_INVALID_DUPLICATED_IP_FIELD","Machine IP, Gateway IP and Server IP addresses must be different","IP на машината, IP на шлюза и IP на сървъра трябва да бъдат различни помежду си","La dirección IP de la máquina, la dirección IP de la puerta de enlace y la dirección IP del servidor deben ser diferentes"
"STR_ROULETTE_INVALID_STREAMER_IP_RANGE","The correct streamer IP address must be in range from %1.x.x.x to %2.x.x.x","Правилният IP адрес на стрийма трябва да е от  %1.x.x.x до %2.x.x.x","La dirección IP correcta de streamer ha de ir de un rango entre %1.x.x.x y %2.x.x.x"
"STR_ROULETTE_ONE_DENOM_SHOULD_BE_ENABLED","Validation unsuccessful!!! At least one denomination should be enabled!","Валидацията не е успешна!!!Поне една деноминация трябва да е настроена!","¡¡¡Validación fallida!!! ¡Al menos una denominación ha de estar activa!"
"STR_ROULETTE_TOTAL_TIP","Total Tip","Общо бакшиш","Punta Total"
"STR_ROULETTE_LAST_PERIOD_CLEAR","Last Period Clear","Последно изчистване на Period","Ultimo Periodo Claro"
"STR_ROULETTE_WHEEL_SETTINGS_CHANGED","Wheel network settings were changed. Please make the same changes in the Roulette Network Page","Сменете настройките в Roulette Network","Wheel network settings were changed. Please make the same changes in the Roulette Network Page"
,,,
"STR_ERROR_OPENING_TEST_PICTURE","ERROR OPENING TEST PICTURE","ГРЕШКА ПРИ ОТВАРЯНЕ НА ТЕСТОВА КАРТИНКА","ERROR ABRIENDO IMAGEN DE TEST"
,,,
"STR_VSYNC_BACKGROUND_COLOR","Background color:","Цвят на фона:","Color de Fondo:"
"STR_VSYNC_LINES_COLOR","Lines color:","Цветове на линиите:","Color de Líneas:"
"STR_VSYNC_SPEED","Speed:","Скорост:","Velocidad:"
,,,
"STR_TOP_LIGHTS_VISUAL_TEST","Visual test. Top lights have to blink: top lights 1 and 3 - in phase, top light 2 - in opposite phase.","Визуален тест. Горните лампи трябва да мигат: горните лампи 1 и 3 – във фаза, горна лапма 2 – в срещуположна фаза.","Test visual. Las luces superiores han de parpadear: luces superiores 1 y 3 - en fase, luz superior 2 - en fase opuesta."
"STR_TOP_LIGHT","Top Light ","Горна Лапма","Luz Superior"
,,,
"STR_SETUPMODE","Setup Mode:","Режим на настройките:","Modo de Configuración:"
"STR_AUTO","Auto","Автоматично","Auto"
"STR_MANUAL","Manual","Ръчно","Manual"
,,,
"STR_AUTO_MODE","Auto Mode:","Автоматичен режим:","Modo Auto:"
"STR_FAST_MODE","Fast Mode:",,
"STR_SAS_LPOLL_AA_BEHAVIOUR","SAS LPOLL AA Behaviour:","SAS LPOLL AA Поведение:","Comportamiento SAS LPOLL AA:"
"STR_GAMBLE_GAME","Gamble Game:","Удвояваща игра:","Juego Apuesta:"
"STR_MAX_GAMBLE_ATTEMPTS","Max Gamble Attempts:","Максимални опити за удвояване:","Intentos de Apuesta Máx:"
"STR_GAMBLE_LIMIT","Gamble Limit:","Лимит на удвояванията:","Límite de Apuesta:"
,,,
"STR_ENABLE_DISABLE_AUTO_MODE","Enable/Disable Auto Mode","Включване/Изключване на автоматичен режим","Activar/Desactivar Modo Auto"
"STR_START_STOP_USER_AUTO_REBET","Start/Stop User Auto Rebet","Старт/Стоп на автоматично залагане","Start/Stop Auto Reapuesta de Usuario"
,,,
"STR_EMPTY"," "," "," "
"STR_LANGUAGES","LANGUAGES","ЕЗИЦИ","IDIOMAS"
,,,
"STR_LANGUAGE_EN","English","Английски","Inglés"
"STR_LANGUAGE_BG","Bulgarian","Български","Búlgaro"
"STR_LANGUAGE_ESP","Spanish","Испански","Español"
"STR_LANGUAGE_DE","German","Немски","Alemán"
"STR_LANGUAGE_HUG","Hungarian","Унгарски","Húngaro"
"STR_LANGUAGE_NL","Dutch","Холандки","Holandés"
"STR_LANGUAGE_CH","Chinese","Китайски","China"
"STR_LANGUAGE_RU","Russian","Руски","Ruso"
"STR_LANGUAGE_UKR","Ukrainian","Украински","Ucranio"
"STR_LANGUAGE_MK","Macedonian","Македонски","Macedonian"
"STR_LANGUAGE_SRB","Serbian","Сръбски","Serbian"
"STR_LANGUAGE_FR","French","Френски","Francés"
"STR_LANGUAGE_PT","Portuguese","Португалски","Portuguese"
,,,
"DEF_STR_LANGUAGE_EN","English","Английски","Inglés"
"DEF_STR_LANGUAGE_BG","Bulgarian","Български","Búlgaro"
"DEF_STR_LANGUAGE_ESP","Spanish","Испански","Español"
"DEF_STR_LANGUAGE_DE","German","Немски","Alemán"
"DEF_STR_LANGUAGE_HUG","Hungarian","Унгарски","Húngaro"
"DEF_STR_LANGUAGE_NL","Dutch","Холандки","Holandés"
"DEF_STR_LANGUAGE_CH","Chinese","Китайски","China"
"DEF_STR_LANGUAGE_RU","Russian","Руски:","Ruso:"
"DEF_STR_LANGUAGE_UKR","Ukrainian","Украински:","Ucranio:"
"DEF_STR_LANGUAGE_MK","Macedonian","Македонски","Macedonian"
"DEF_STR_LANGUAGE_SRB","Serbian","Сръбски","Serbian"
"DEF_STR_LANGUAGE_FR","French","Френски","Francés"
"DEF_STR_LANGUAGE_PT","Portuguese","Португалски","Portuguese"
,,,
"STR_DEFAULT_LANGUAGE","Default Language","Език по подразбиране",""
,,,
"STR_LANGUAGE_FLAGS","FLAGS",,"BANDERAS"
"STR_LANGUAGE_FLAG_UK","United Kingdom","Великобритания","Reino Unido"
"STR_LANGUAGE_FLAG_US","USA","САЩ","USA"
"STR_LANGUAGE_FLAG_IRELAND","Ireland","Ирландия","Ireland"
"STR_LANGUAGE_FLAG_BULGARIA","Bulgaria","България","Bulgaria"
"STR_LANGUAGE_FLAG_SPAIN","Spain","Испания ","España"
"STR_LANGUAGE_FLAG_MEXICO","Mexico","Мексико","México"
"STR_LANGUAGE_FLAG_COLOMBIA","Colombia","Колумбия","Colombia"
"STR_LANGUAGE_FLAG_ARGENTINA","Argentina","Аржентина","Argentina"
"STR_LANGUAGE_FLAG_PERU","Peru","Перу","Perú"
"STR_LANGUAGE_FLAG_VENEZUELA","Venezuela","Венецуела","Venezuela"
"STR_LANGUAGE_FLAG_CHILE","Chile","Чили","Chile"
"STR_LANGUAGE_FLAG_ECUADOR","Ecuador","Еквадор","Ecuador"
"STR_LANGUAGE_FLAG_GUATEMALA","Guatemala","Гватемала","Guatemala"
"STR_LANGUAGE_FLAG_CUBA","Cuba","Куба","Cuba"
"STR_LANGUAGE_FLAG_BOLIVIA","Bolivia","Боливия","Bolivia"
"STR_LANGUAGE_FLAG_DOMINICAN_REPUBLIC","Dominican Republic","Доминиканска Република","República Dominicana"
"STR_LANGUAGE_FLAG_HONDURAS","Honduras","Хондурас","Honduras"
"STR_LANGUAGE_FLAG_PARAGUAY","Paraguay","Парагвай","Paraguay"
"STR_LANGUAGE_FLAG_EL_SALVADOR","El Salvador","Ел Салвадор","El Salvador"
"STR_LANGUAGE_FLAG_NICARAGUA","Nicaragua","Никарагуа","Nicaragua"
"STR_LANGUAGE_FLAG_COSTA_RICA","Costa Rica","Коста Рика","Costa Rica"
"STR_LANGUAGE_FLAG_PUERTO_RICO","Puerto Rico","Пуерто Рико","Puerto Rico"
"STR_LANGUAGE_FLAG_PANAMA","Panama","Панама","Panamá"
"STR_LANGUAGE_FLAG_URUGUAY","Uruguay","Уругвай","Uruguay"
"STR_LANGUAGE_FLAG_EQUATORIAL_GUINEA","Equatorial Guinea","Екваториална Гвинея","Guinea Ecuatorial"
"STR_LANGUAGE_FLAG_GERMANY","Germany","Германия","Alemania"
