"KEY","EN","BG","ESP","PT"
"STR_CELEBRATION_LOCKUP_GENERAL","General","Общ","General","Geral"
"STR_CELEBRATION_LOCKUP_SUN_INTERNATIONAL","Sun International","Сън Интернешънъл","Sun International","Sun International"
"STR_SUBJURISDICTION_VLT","VLT","VLT",
"STR_SUBJURISDICTION_CASINO","Casino","Casino",
"STR_CASH_BEHAVIOR_VLT_PAYOUT","VLT Payout","VLT Payout",
"STR_CASH_BEHAVIOR_SAS_PAYOUT","SAS Payout","SAS Payout",
,,,
"STR_CURRENCY_CODE","Currency Code:","Валутен код:","Código de Divisa:","Código da Moeda:"
"STR_PARTIAL_CASH_OUT_LIMIT_LABEL","Partial Cash Out Limit:","Límite de Retirada Parcial:","Limite de Saque Parcial:"
"STR_PLAYER_DENOMINATIONS_COUNT","Number of Player Denominations:","Брой деноминации:","Número de Denominaciones de Jugador:","Número de Denominações de Jogadores:"
"STR_PLAYER_DENOMINATION","%1 Player Denomination:","Деноминация %1:","Denominación de Jugador %1:","Denominação do Jogador %1:"
"STR_PLAYER_DENOMINATION_BLACKJACK","%1 Player Denomination: %2","%1 Деноминация %2:","%1 Denominación de Jugador %2:","Denominação do Jogador %1: %2"
"STR_COIN_TOKEN_DENOMINATION","Coin/Token Denomination:","Монета/Жетон Деноминация:","Denominación de Moneda/Token:","Denominação da Moeda/Token:"
"STR_DECIMAL_POINT_ON_JP_SCREEN","Decimal Point on Jackpot Screen:","Десетична точка на Джакпотния Екран:","Punto Decimal en Pantalla de Jackpot:","Ponto Decimal na Tela de Jackpot:"
"STR_ATTENDANT_ADD_CREDID","Attendant Add Credit:","Добавяне на кредити от крупие:","Añadir Crédito Asistente:","Atendente Adicionar Crédito:"
"STR_ACCOUNTING_DENOMINATION","Accounting Denomination:","Отчет на Деноминация:","Denominación de Contabilidad:","Denominação Contábil:"
"STR_CREDIT_FIELD_DISPLAY","Display Credits/Money:","Показване на кредитното поле:","Pantalla de Campo de Crédito:","Exibir Créditos/Dinheiro:"
"STR_SHOW_COLLECTED_INFO","Show Collected Information:","Показване на събраната информация:","Mostrar Información Recopilada:","Mostrar Informações Coletadas:"
"STR_ENABLE_CASHOUT_ON_FORBIDDEN_MACHINE","Enable Cash Out On Forbidden Machine:","Включване на изплащането на забранена машина:","Activar Cobro en Maquina Prohibida:","Habilitar Saque em Máquina Proibida:"
"STR_ALWAYS_HANDPAY_JP","Always Handpay Jackpots:","Винаги сплаш за Джакпота:","Siempre Pagar en Mano Jackpots:","Sempre Pagar Jackpots Manualmente:"
"STR_CURRENCY_MODE","Currency Mode:","Валутен режим:","Modo de Divisa:","Modo de Moeda:"
"STR_PLAY_LEFTOVER_BET","Play Left-over Bet:",,"Jugar Sobrante de Apuesta:","Jogar Aposta Restante:"
,,,
"STR_TOGGLE_ALLOWED","Toggle allowed","Превключването е разрешено","Permitido conmutar","Alternação Permitida"
"STR_ALWAYS_IN_CREDITS","Always in credits","Винаги в кредити","Siempre en créditos","Sempre em créditos"
"STR_ALWAYS_IN_MONEY","Always in money","Винаги в пари","Siempre en dinero","Sempre em dinheiro"
"STR_MONEY","Money","Пари","Dinero","Dinheiro"
"STR_CREDITS","Credit","Кредит","Créditos","Crédito"
"STR_POINTS","Points","Точки","Puntos","Pontos"
"STR_SIGN","Sign","Знак","Firmar","Símbolo"
,,,
"STR_BILL_VALIDATOR_LABEL","Bill Validator:","Банкното-Валидатор:","Validador de Billetes:","Validador de Notas:"
"STR_COIN_ACCEPTOR_LABEL","Coin Acceptor:","Апарат за монети:","Admisor de Moneda:","Aceitante de Moedas:"
"STR_HOPPER_LABEL","Hopper:","Хопър:","Tolva:","Cesta:"
"STR_TICKET_PRINTER_LABEL","Printer:","Принтер:","Impresora","Impressora:"
"STR_IDREADER_LABEL","Id Card Scanner:","Id Card Scanner:","Id Card Scanner:","Digitalizador de Carteira de Identidade:"
,,,
"STR_ID003","ID003",,"ID003","ID003"
"STR_NV200","NV200",,"NV200","NV200"
"STR_MEI","MEI","MEI","MEI","MEI"
"STR_ITL","ITL","ITL","ITL","ITL"
"STR_CONDORPREMIER","Condor Premier","Condor Premier","Condor Premier","Condor Premier"
"STR_MC62","MC62","MC62","MC62","MC62"
"STR_MC_SR5i","MC SR5i (CCTalk)","MC SR5i (CCTalk)","MC SR5i (CCTalk)","MC SR5i (CCTalk)"
"STR_SUZOEXCEL","SUZOExcel","SUZOExcel","SUZOExcel","SUZOExcel"
"STR_SUZOHAPP","SUZOHapp (CCTalk)","SUZOHapp (CCTailk)","SUZOHapp (CCTalk)","SUZOHapp (CCTalk)"
"STR_TRANSACTEPIC","EPIC Ithaca/Edge","EPIC Ithaca/Edge","EPIC Ithaca/Edge","EPIC Ithaca/Edge"
"STR_FUTURELOGIC","Future Logic","Future Logic","Future Logic","Future Logic"
"STR_JCM","JCM","JCM","JCM","JCM"
"STR_NANOPTIX","Nanoptix","Nanoptix","Nanoptix","Nanoptix"
,,,
"STR_RAKINDA","Rakinda","Rakinda","Rakinda","Rakinda"
"STR_IDREADER_INIT_FAIL","Validation unsuccessful !!! Could not connect to Id Card Scanner device!","¡¡¡Validación fallida!!! ¡No se pudo conectar a dispositivo Escáner de Tarjeta Id!","Erro na validação!!! Não foi possível conectar ao dispositivo Digitalizador de Carteira de Identidade!"
"STR_IDREADER_WAITING",Waiting for data from Id Card Scanner... Please wait!,,
,,,
"STR_PRINTER_VALIDATION","Validation unsuccessful!!! Wrong printer configured","Валидацията не е успешна!!! Грешни настройки на принтера","¡¡¡Validación fallida!!! Impresora incorrecta configurada","Erro na validação!!! Impressora errada configurada"
"STR_NOT_SET_VALIDATION","Validation unsuccessful!!! At Least One Active Parameter is Not Set","Валидацията не е успешна!!! Всички параметри са активни","¡¡¡Validación fallida!!! Al Menos Un Parámetro Activo No Está Configurado","Erro na validação!!! Pelo Menos um Parâmetro Ativo Não Está Definido"
"STR_DENOM_VALIDATION","Validation unsuccessful!!! At Least One Active Denom Must Be Selected","¡¡¡Validación fallida!!! Debe Seleccionarse Al Menos Una Denom Activa","Erro na validação!!! Pelo Menos uma Denom Ativo Deve Ser Selecionada"
"STR_INVALID_CURRENCY","Validation unsuccessful!!! Currency cannot be empty.","Валидацията не е успешна!!! Полето за валутата не може да бъде празна","¡¡¡Validación fallida!!! La divisa no puede estar vacía.","Erro na validação!!! A moeda não pode estar vazia."
"STR_INVALID_CURRENCY_SIZE","Validation unsuccessful!!! Currency code must contain 3 alphabetic symbols",,"¡¡¡Validación fallida!!! El código de moneda debe contener 3 símbolos alfabéticos","Erro na validação!!! O código de moeda deve conter 3 símbolos alfabéticos"
"STR_BILLVALIDATOR_VALIDATION","Validation unsuccessful!!! Bill Validator Type is Not Accepted","Валидацията не е успешна!!! Модела на Банкното-Валидатора не се приема.","¡¡¡Validación fallida!!! El Tipo de Validador de Billetes No es Aceptado","Erro na validação!!! O Tipo de Validador de Notas não é aceito"
"STR_CHANNELS_VALIDATION","Validation unsuccessful!!! At Least One Channel is Not Set","Валидацията не е успешна!!! Всички параметри са активни","¡¡¡Validación fallida!!! Al Menos Un Canal No Está Configurado","Erro na validação!!! Pelo Menos Um Canal Não Está Definido"
"STR_SETUP_MODE_VALIDATION","Validation unsuccessful!!! Setup Mode is Not Set","Валидацията не е успешна!!! Режимът на настройка не е зададен","¡¡¡Validación fallida!!! El Modo de Configuración No Está Configurado","Erro na validação!!! O Modo De Configuração Não Está Definido"
"STR_INVALID_GAMBLE_LIMIT","Validation unsuccessful!!! Invalid gamble limit set","Валидацията не е успешна!!! Невалидна настройка на лимита за удвояване на печалба","¡¡¡Validación fallida!!! Límite de Apuesta Configurado Inválido","Erro na validação!!! Limite de aposta inválido definido"
"STR_ALL_LANGUAGES_DISABLED","Validation unsuccessful!!! At least one language must be enabled","Валидацията не е успешна!!! Поне един език трябва да е настроен","¡¡¡Validación fallida!!! Al menos un idioma ha de estar activo","Erro na validação!!! Pelo menos um idioma deve estar ativado"
"STR_JURISDICTION_NOT_SET","Validation unsuccessful!!! Parameter Jurisdiction is Not Set","Валидацията не е успешна!!! Полето Юрисдикция не е настроено","¡¡¡Validación fallida!!! El Parámetro Jurisdicción No Está Configurado","Erro na validação!!! O Parâmetro Jurisdição Não Está Definido"
"STR_SUBJURISDICTION_NOT_SET","Validation unsuccessful!!! Parameter Subjurisdiction is Not Set","Валидацията не е успешна!!! Полето  не е настроено","¡¡¡Validación fallida!!! El Parámetro Suburisdicción No Está Configurado","Erro na validação!!! O Parâmetro Subjurisdição Não Está Definido"
"STR_CASH_IN_OUT_BEHAVIOR_NOT_SET","Validation unsuccessful!!! Parameter Cash In/Out behavior is Not Set","Валидацията не е успешна!!! Полето  не е настроено","¡¡¡Validación fallida!!! El Parámetro Suburisdicción No Está Configurado"
"STR_JURISDICTION_NOT_ALLOWED","Validation unsuccessful!!! This jurisdiction is not allowed","Валидацията не е успешна!!! Тази юрисдикция не е разрешена","¡¡¡Validación fallida!!! La jurisdicción no está permitida","Erro na validação!!! Esta jurisdição não é permitida"
"STR_LIMIT_MORE_NOT_ALLOWED","Validation unsuccessful!!! %1 > %2","Валидацията не е успешна!!! %1 > %2","¡¡¡Validación fallida!!! %1 > %2","Validação sem sucesso!!! %1 > %2"
"STR_LIMIT_ZERO_NOT_ALLOWED","Validation unsuccessful!!! %1 is Zero","Валидацията не е успешна!!! %1 е Нула","¡¡¡Validación fallida!!! %1 es Cero","Validação sem sucesso!!! %1 é Zero"
"STR_LIMIT_INFINITE_NOT_ALLOWED","Validation unsuccessful!!! %1 is infinite. %2 is finite","Валидацията не е успешна!!! %1 е неограничено. %2 е ограничено","¡¡¡Validación fallida!!! %1 is infinito. %2 is finito","Validação sem sucesso!!! %1 é infinito. %2 é finito"
"STR_LIMIT_LESS_THAN_COIN","Validation unsuccessful!!! %1 is less than one coin value","Валидацията не е успешна!!! % 1 е по-малко от една една стотинка","¡¡¡Validación fallida!!! %1 es menor que el valor de una moneda","Validação sem sucesso!!! %1 é menor que o valor de uma moeda"
"STR_LIMIT_AFT_PAGE_IN_HOUSE_RESET_WARNING","WARNING!!! 'In-House In Limit' in AFT Page reset!","¡¡¡PELIGRO!!! ¡'Límite Interno de Entrada' en Página de AFT reiniciado!","ALERTA!!! “Limite de Entrada Dentro da Casa” na Página AFT redefinido!"
"STR_SAS_VOUCHER_OUT_HANDPAY_BOTH_DISABLED","Validation unsuccessful!!! Both Voucher Out and Handpay Validation are disabled","Валидацията не е успешна!!! Изкарване на Ваучери и валидацията на изплащане на ръка са изключени","¡¡¡Validación fallida!!! Tanto Salida de Vale como Validación de Pago en Mano están desactivados","Erro na validação!!! A Validação de Pagamento Manual e a Saída de Cupom estão ambas desativadas"
"STR_SAS_VOUCHER_IN_OUT_HANDPAY_CHANNELS","Validation unsuccessful!!! Voucher In/Out and Handpay Validation must be on one channel","Валидацията не е успешна!!! Вкарване/Изкарване на Ваучери и валидацията на изплащане на ръка са изключени","¡¡¡Validación fallida!!! Entrada/Salida de Vale y Validación de Pago en Mano han de estar en un canal","Erro na validação!!! A Validação de Pagamento Manual e a Entrada/Saída de Cupom devem estar em um único canal"
"STR_SAS_HANDPAY_REPORTING_DISABLED","Validation unsuccessful!!! Handpay Reporting should be enabled at least at one channel","Валидацията не е успешна!!! Докладване за изплащане на ръка трябва да бъде разрешено на поне един канал.","¡¡¡Validación fallida!!! El Reporte de Pago en Mano ha de estar activado en al menos un canal","Erro na validação!!! Os Relatórios de Pagamentos Manuais devem estar ativados em pelo menos um canal"
"STR_SAS_INVALID_ADDRESS","Invalid SAS channel address!!! Enter a number between 0 and 127","Невалиден SAS канал адрес!!! Въведете число между 0 и 127","¡¡¡Dirección de canal SAS inválida!!! Introduzca un entero entre 0 y 127","Endereço de canal SAS inválido!!! Insira um número entre 0 e 127"
"STR_SAS_INVALID_GROUP","Invalid SAS group!!! Enter a number between 1 and 255","Невалидна SAS група!!! Въведете число от 0 и 255","¡¡¡Grupo SAS inválido!!! Introduzca un entero entre 1 y 255","Grupo SAS inválido!!! Insira um número entre 1 e 255"
"STR_SAS_INVALID_VOUCHER_EXPIRATION","Invalid number of expiration days!!! Enter a number between 0 and 255","Невалиден номер за изтичащите дни!!! Въведете число между 0 и 255","¡¡¡Número de días de vencimiento inválido!!! Introduzca un entero entre 0 y 255","Número inválido de dias de validade!!! Insira um número entre 0 e 255"
"STR_PPJS_INVALID_JACKPOT_ID","Invalid jackpot ID!!! Enter a number between 1 and 65535","Невалидно Джакпот ID!!! Въведете число между 1 и 65535","¡¡ID de jackpot inválido!!! Introduzca un entero entre 1 y 65535","ID do Jackpot inválido!!! Insira um número entre 1 e 65535"
"STR_MIN_DENOMINATIONS_REQUIRED_VALIDATION","The minimum number of allowed denominations is %1!!!","Минимален брой на разрешените деноминации е %1!!!","¡¡¡Mínimo %1 denominaciones permitidas!!!","O número mínimo de denominações permitidas é %1!!!"
"STR_MAX_DENOMINATIONS_REQUIRED_VALIDATION","The maximum number of allowed denominations is %1!!!","Максимален брой на разрешените деноминации е %1!!!","¡¡¡Máximo %1 denominaciones permitidas!!!","O número máximo de denominações permitidas é %1!!!"
"STR_ROULETTE_INVALID_PLAY_STATION_ID","Invalid play station ID!!! Enter a number between 1 and 255","Невалидно ID на игрална станция!!! Въведете число между 1 и 255","¡¡¡ID de estación de juego inválido!!! Introduzca un entero entre 1 y 255","ID de estação de jogo inválido!!! Insira um número entre 1 e 255"
"STR_ROULETTE_INVALID_CHIP_VALUE_MIN","Validation unsuccessful!!! Chip Value %1 cannot be less than %2!","Валидацията не е успешна!!! Стойността на чип %1 не може да бъде по-малка от %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 no puede ser inferior a %2!","Erro na validação!!! O Valor da Ficha %1 não pode ser menor que %2!"
"STR_ROULETTE_INVALID_CHIP_VALUE_MAX","Validation unsuccessful!!! Chip Value %1 cannot be more than %2!","Валидацията не е успешна!!! Стойността на чип %1 не може да бъде повече от %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 no puede ser superior a %2!","Erro na validação!!! O Valor da Ficha %1 não pode ser maior que %2!"
"STR_ROULETTE_INVALID_CHIP_VALUES_ORDER","Validation unsuccessful!!! Chip Value %1 must be less than Chip Value %2!","Валидацията не е успешна!!! Стойността на чип %1 трябва да бъде по-малка от чип-стойност %2!","¡¡¡Validación fallida!!! ¡El Valor de Ficha %1 ha de ser inferior al Valor de Ficha %1!","Erro na validação!!! O Valor da Ficha %1 deve ser menor que o Valor da Ficha %2!"
"STR_ROULETTE_REPEAT_PARTIAL_NOT_SET","Validation unsuccessful!!! Repeat Partial is not set!!!","Валидацията не е успешна!!! Частично залагане не е настроено!!!","¡¡¡Validación fallida!!! ¡¡¡Repetri Parcial no está configurado!!!","Erro na validação!!! Repetir Parcial não está definido!!!"
